timestamp,open,high,low,close,volume
2024-12-12 05:00:00,230.47,230.47,230.07,230.07,25
2024-12-12 04:30:00,230.07,230.48,229.91,230.45,208
2024-12-12 04:00:00,232.18,232.18,229.86,230.48,360
2024-12-11 19:30:00,230.48,230.48,229.51,229.51,404
2024-12-11 19:00:00,230.12,230.12,229.5,229.51,605293
2024-12-11 18:30:00,230.12,230.12,230.0,230.07,605186
2024-12-11 18:00:00,230.11,230.49,230.0,230.12,215
2024-12-11 17:30:00,230.0,230.49,230.0,230.49,247
2024-12-11 17:00:00,230.12,230.12,229.5,230.0,12798
2024-12-11 16:30:00,230.0,230.49,229.5,229.8,6106
2024-12-11 16:00:00,230.14,232.45,228.38,228.4,2234195
2024-12-11 15:30:00,230.44,230.54,229.77,230.14,547042
2024-12-11 15:00:00,230.345,230.65,230.21,230.4302,187403
2024-12-11 14:30:00,230.35,230.615,230.13,230.345,150359
2024-12-11 14:00:00,230.885,230.9299,230.21,230.27,220030
2024-12-11 13:30:00,231.315,231.34,230.55,230.885,109163
2024-12-11 13:00:00,231.2,231.75,231.1,231.27,130144
2024-12-11 12:30:00,231.25,231.28,230.91,231.24,91607
2024-12-11 12:00:00,231.43,231.89,231.2,231.23,124729
2024-12-11 11:30:00,232.045,232.1,231.435,231.47,236193
2024-12-11 11:00:00,232.245,232.32,231.45,232.08,183825
2024-12-11 10:30:00,230.2601,232.51,230.24,232.17,193675
2024-12-11 10:00:00,229.93,230.57,229.13,230.32,280395
2024-12-11 09:30:00,232.69,233.0,229.88,229.89,329305
2024-12-11 09:00:00,232.6095,233.29,232.15,233.29,1704
2024-12-11 08:30:00,232.47,232.8999,232.1,232.67,3761
2024-12-11 08:00:00,232.46,232.7,231.72,232.39,37748
2024-12-11 07:30:00,232.48,232.48,232.06,232.47,254
2024-12-11 07:00:00,232.39,232.49,232.06,232.09,270
2024-12-11 06:30:00,232.28,232.42,232.05,232.05,95
2024-12-11 06:00:00,232.39,232.44,232.05,232.3,104
2024-12-11 05:30:00,232.08,232.39,232.05,232.39,50
2024-12-11 05:00:00,232.06,232.44,232.05,232.37,95
2024-12-11 04:30:00,232.02,232.48,232.02,232.06,125
2024-12-11 04:00:00,231.26,232.91,231.26,232.02,523
2024-12-10 19:30:00,232.01,232.2,231.65,232.2,232
2024-12-10 19:00:00,231.72,232.2,231.72,231.87,587818
2024-12-10 18:30:00,231.72,232.2,231.72,232.2,591703
2024-12-10 18:00:00,232.0,232.18,231.72,232.17,816
2024-12-10 17:30:00,231.72,232.18,231.72,232.0,75
2024-12-10 17:00:00,232.0,232.19,231.7202,232.0,1457
2024-12-10 16:30:00,231.89,232.19,231.65,231.76,53560
2024-12-10 16:00:00,231.76,232.2,230.3,232.03,1938996
2024-12-10 15:30:00,232.85,232.86,231.59,231.76,847872
2024-12-10 15:00:00,233.8101,233.97,232.84,232.885,275696
2024-12-10 14:30:00,233.33,233.99,233.33,233.88,149222
2024-12-10 14:00:00,233.35,233.56,232.96,233.34,124699
2024-12-10 13:30:00,232.97,233.38,232.79,233.345,151329
2024-12-10 13:00:00,232.97,233.39,232.81,233.005,119014
2024-12-10 12:30:00,233.38,233.38,232.95,232.97,136620
2024-12-10 12:00:00,233.1705,233.9851,233.02,233.36,139978
2024-12-10 11:30:00,233.6,233.9898,233.15,233.17,173093
2024-12-10 11:00:00,232.79,233.6716,232.28,233.56,303466
2024-12-10 10:30:00,232.33,234.39,232.325,232.79,512988
2024-12-10 10:00:00,229.2,232.95,228.63,232.33,402898
2024-12-10 09:30:00,228.4,230.94,227.8,229.23,583764
2024-12-10 09:00:00,227.89,229.7,227.85,229.62,8863
2024-12-10 08:30:00,227.83,228.4769,227.32,227.86,2153
2024-12-10 08:00:00,228.7,230.07,227.328,228.496,6950
2024-12-10 07:30:00,228.64,228.68,228.2,228.42,2945
2024-12-10 07:00:00,228.57,228.7,228.27,228.64,1010
2024-12-10 06:30:00,228.47,228.69,228.3,228.5,128
2024-12-10 06:00:00,228.65,228.69,228.23,228.49,158
2024-12-10 05:30:00,228.67,228.69,228.26,228.51,603
2024-12-10 05:00:00,228.8,228.8,228.37,228.48,286
2024-12-10 04:30:00,228.91,228.92,228.51,228.55,85
2024-12-10 04:00:00,229.56,229.56,228.44,228.97,1081
2024-12-09 19:30:00,229.95,230.0,229.94,230.0,902
2024-12-09 19:00:00,230.0,230.0,228.9,229.4,825802
2024-12-09 18:30:00,230.0,230.0,229.8,229.93,824992
2024-12-09 18:00:00,229.9899,229.99,228.67,229.98,79
2024-12-09 17:30:00,230.0,230.0,228.37,229.71,717
2024-12-09 17:00:00,229.4,229.99,229.4,229.8,651
2024-12-09 16:30:00,229.99,230.0,228.0,229.01,24134
2024-12-09 16:00:00,230.02,232.98,228.9,229.5,2730695
2024-12-09 15:30:00,230.595,230.775,228.91,230.0,1085785
2024-12-09 15:00:00,231.285,231.35,230.5,230.59,231435
2024-12-09 14:30:00,231.83,232.12,231.22,231.23,166200
2024-12-09 14:00:00,232.36,232.36,231.35,231.8,199889
2024-12-09 13:30:00,232.63,233.2,232.32,232.39,161772
2024-12-09 13:00:00,233.65,233.79,232.5,232.6998,150258
2024-12-09 12:30:00,233.64,234.05,233.29,233.67,147563
2024-12-09 12:00:00,236.27,236.419,233.135,233.5175,260413
2024-12-09 11:30:00,236.67,236.71,235.72,236.325,156165
2024-12-09 11:00:00,235.9301,236.81,235.39,236.71,218144
2024-12-09 10:30:00,237.14,237.28,235.66,236.04,463291
2024-12-09 10:00:00,238.255,238.95,237.0307,237.0501,282426
2024-12-09 09:30:00,238.0,239.35,237.5,238.33,332956
2024-12-09 09:00:00,238.43,238.47,237.77,237.95,852
2024-12-09 08:30:00,238.45,238.48,238.38,238.44,1154
2024-12-09 08:00:00,238.115,239.6888,237.0,238.4,1950
2024-12-09 07:30:00,238.31,238.49,238.31,238.47,577
2024-12-09 07:00:00,238.2,238.39,238.01,238.39,832
2024-12-09 06:30:00,238.12,238.38,237.91,238.06,142
2024-12-09 06:00:00,238.22,238.22,237.91,238.13,407
2024-12-09 05:30:00,238.2,238.52,238.16,238.47,143
2024-12-09 05:00:00,238.15,238.63,238.12,238.19,602
2024-12-09 04:30:00,237.9,238.55,237.64,238.15,331
2024-12-09 04:00:00,238.0,238.84,237.6,237.9,855
2024-12-06 19:30:00,238.02,238.02,237.5,237.5,796
2024-12-06 19:00:00,238.04,238.11,237.849,237.849,845305
2024-12-06 18:30:00,238.04,238.5,237.3716,238.11,845348
2024-12-06 18:00:00,237.26,238.5,237.26,237.2601,234
2024-12-06 17:30:00,238.13,238.25,238.11,238.25,1134
2024-12-06 17:00:00,238.21,238.25,238.1,238.1,163
2024-12-06 16:30:00,238.0001,238.25,238.0,238.2494,30067
2024-12-06 16:00:00,238.04,238.06,237.0,238.0,2663462
2024-12-06 15:30:00,237.95,238.25,237.8,238.04,834630
2024-12-06 15:00:00,237.57,237.955,237.43,237.955,149494
2024-12-06 14:30:00,237.27,237.67,237.1601,237.5721,145440
2024-12-06 14:00:00,237.7215,237.7215,237.14,237.29,138939
2024-12-06 13:30:00,237.6955,237.94,237.38,237.685,174909
2024-12-06 13:00:00,237.81,238.25,237.59,237.665,133276
2024-12-06 12:30:00,238.13,238.22,237.63,237.835,251849
2024-12-06 12:00:00,238.06,238.2,237.13,238.18,211229
2024-12-06 11:30:00,237.68,238.38,237.62,238.099,189208
2024-12-06 11:00:00,237.426,237.84,237.15,237.68,211917
2024-12-06 10:30:00,237.2256,237.46,236.34,237.39,196152
2024-12-06 10:00:00,237.185,237.67,236.7921,237.18,146201
2024-12-06 09:30:00,234.43,237.37,234.22,237.08,236179
2024-12-06 09:00:00,235.12,235.33,227.6065,234.15,977
2024-12-06 08:30:00,234.51,235.33,234.46,235.15,925
2024-12-06 08:00:00,234.41,235.36,234.41,234.85,384
2024-12-06 07:30:00,234.77,235.0,234.46,234.8,358
2024-12-06 07:00:00,234.4,234.79,234.4,234.74,102
2024-12-06 06:30:00,234.38,234.74,234.38,234.74,31
2024-12-06 06:00:00,234.55,234.65,234.27,234.37,661
2024-12-06 05:30:00,234.55,234.79,234.48,234.48,71
2024-12-06 05:00:00,234.54,234.94,234.49,234.49,30
2024-12-06 04:30:00,234.23,234.66,234.23,234.53,86
2024-12-06 04:00:00,233.74,235.1,233.74,234.23,167
2024-12-05 19:30:00,234.99,234.99,234.506,234.515,220
2024-12-05 19:00:00,234.75,234.99,234.5015,234.99,850289
2024-12-05 18:30:00,234.75,234.99,234.5,234.74,850259
2024-12-05 18:00:00,234.74,234.99,234.5,234.99,2360
2024-12-05 17:30:00,234.74,234.74,234.5,234.74,51
2024-12-05 17:00:00,234.97,234.99,234.5,234.74,677
2024-12-05 16:30:00,234.6,235.0,232.7,234.98,79720
2024-12-05 16:00:00,235.05,236.45,232.7,234.98,2650533
2024-12-05 15:30:00,234.97,235.24,234.77,235.05,1134385
2024-12-05 15:00:00,234.95,235.12,234.781,234.965,238066
2024-12-05 14:30:00,235.27,235.46,234.915,234.95,143315
2024-12-05 14:00:00,235.39,235.39,234.91,235.27,124689
2024-12-05 13:30:00,234.495,235.49,234.3799,235.39,229249
2024-12-05 13:00:00,235.765,235.99,234.43,234.51,232011
2024-12-05 12:30:00,235.92,236.09,235.63,235.765,184054
2024-12-05 12:00:00,235.99,236.27,235.645,235.93,133984
2024-12-05 11:30:00,236.34,236.37,235.75,235.99,238930
2024-12-05 11:00:00,235.54,236.38,235.37,236.36,164762
2024-12-05 10:30:00,235.22,236.0,234.92,235.54,274519
2024-12-05 10:00:00,234.75,236.52,234.74,235.32,319521
2024-12-05 09:30:00,233.55,235.102,233.46,234.786,333892
2024-12-05 09:00:00,233.926,233.926,233.47,233.5,3825
2024-12-05 08:30:00,233.5,233.95,233.5,233.8,129
2024-12-05 08:00:00,233.5,233.99,232.8,233.51,869
2024-12-05 07:30:00,233.51,233.88,233.48,233.88,873
2024-12-05 07:00:00,233.56,233.94,233.46,233.51,107
2024-12-05 06:30:00,233.8,233.98,233.54,233.97,46
2024-12-05 06:00:00,233.66,233.8,233.4,233.4,159
2024-12-05 05:30:00,233.87,233.89,233.66,233.67,21
2024-12-05 05:00:00,233.75,233.98,233.55,233.66,156
2024-12-05 04:30:00,233.73,233.76,233.54,233.56,57
2024-12-05 04:00:00,233.17,233.8,233.15,233.74,232
2024-12-04 19:30:00,233.45,233.5,233.02,233.49,300
2024-12-04 19:00:00,233.49,233.5,233.43,233.5,606704
2024-12-04 18:30:00,233.49,233.5,233.43,233.5,606510
2024-12-04 18:00:00,233.43,233.5,233.02,233.5,15
2024-12-04 17:30:00,233.02,233.5,233.02,233.02,192
2024-12-04 17:00:00,233.02,233.49,233.02,233.47,40
2024-12-04 16:30:00,233.5,233.5,232.6,233.03,2029
2024-12-04 16:00:00,233.69,233.6988,232.6,233.45,2041238
2024-12-04 15:30:00,233.04,233.74,232.96,233.69,800966
2024-12-04 15:00:00,232.895,233.19,232.88,233.065,141592
2024-12-04 14:30:00,232.9,233.19,232.81,232.8975,105355
2024-12-04 14:00:00,232.94,233.04,232.4,232.87,178171
2024-12-04 13:30:00,232.935,233.12,232.58,232.9675,192737
2024-12-04 13:00:00,232.92,233.05,232.6459,232.91,162829
2024-12-04 12:30:00,233.02,233.09,232.86,232.92,114157
2024-12-04 12:00:00,233.02,233.14,232.6535,233.02,149486
2024-12-04 11:30:00,232.88,233.03,232.2901,232.99,244794
2024-12-04 11:00:00,232.38,233.15,232.3,232.91,230954
2024-12-04 10:30:00,232.0,232.53,231.88,232.39,402895
2024-12-04 10:00:00,231.56,232.14,231.3701,231.8986,255777
2024-12-04 09:30:00,230.0,231.6799,229.35,231.6799,282709
2024-12-04 09:00:00,229.15,229.48,228.6,229.04,1567
2024-12-04 08:30:00,229.27,229.35,228.61,229.16,1042
2024-12-04 08:00:00,229.19,230.0,228.49,229.27,1677
2024-12-04 07:30:00,229.41,229.76,229.35,229.35,1684
2024-12-04 07:00:00,229.01,229.91,229.01,229.35,2559
2024-12-04 06:30:00,229.1,229.31,229.04,229.04,336
2024-12-04 06:00:00,228.98,229.34,228.68,228.85,665
2024-12-04 05:30:00,228.72,228.72,228.47,228.66,200
2024-12-04 05:00:00,229.01,229.28,228.6,228.73,424
2024-12-04 04:30:00,228.88,229.32,228.85,229.04,623
2024-12-04 04:00:00,227.62,229.09,227.62,228.9,458
2024-12-03 19:30:00,228.87,229.0,228.6,228.61,103
2024-12-03 19:00:00,229.0,229.18,228.6,228.89,706952
2024-12-03 18:30:00,229.0,229.162,228.6,228.6,707158
2024-12-03 18:00:00,229.1752,229.1752,228.6,228.9,811
2024-12-03 17:30:00,228.6,229.18,228.6,228.61,259
2024-12-03 17:00:00,228.64,229.19,228.63,228.65,174
2024-12-03 16:30:00,229.0,229.39,228.37,228.64,14267
2024-12-03 16:00:00,229.02,229.2,228.37,229.2,2680827
2024-12-03 15:30:00,228.27,229.11,228.2,229.02,578043
2024-12-03 15:00:00,227.88,228.3398,227.84,228.245,102423
2024-12-03 14:30:00,227.47,227.98,227.44,227.895,76992
2024-12-03 14:00:00,227.425,227.54,227.21,227.45,61285
2024-12-03 13:30:00,227.45,227.59,227.29,227.47,54419
2024-12-03 13:00:00,227.605,227.64,227.29,227.4,61285
2024-12-03 12:30:00,227.7,227.88,227.5401,227.605,75997
2024-12-03 12:00:00,227.34,227.69,227.311,227.6101,80057
2024-12-03 11:30:00,227.46,227.5,226.95,227.335,96734
2024-12-03 11:00:00,227.325,227.6,227.15,227.48,113027
2024-12-03 10:30:00,227.355,227.45,226.932,227.2641,133292
2024-12-03 10:00:00,227.86,228.09,226.9,227.31,142823
2024-12-03 09:30:00,227.24,227.96,226.67,227.85,298484
2024-12-03 09:00:00,226.57,227.4,226.1,227.39,1152
2024-12-03 08:30:00,227.12,227.12,226.22,226.57,654
2024-12-03 08:00:00,227.3,227.586,226.0,227.12,280
2024-12-03 07:30:00,227.07,227.28,227.0,227.0,110
2024-12-03 07:00:00,227.37,227.39,227.05,227.07,158
2024-12-03 06:30:00,227.12,227.29,226.86,227.29,134
2024-12-03 06:00:00,227.3,227.38,227.12,227.28,66
2024-12-03 05:30:00,227.25,227.3,227.23,227.3,124
2024-12-03 05:00:00,227.55,227.67,227.3,227.3,20
2024-12-03 04:30:00,227.68,227.72,227.2,227.21,259
2024-12-03 04:00:00,226.16,228.17,226.16,227.3,309
2024-12-02 19:30:00,227.69,227.7,227.4,227.69,55
2024-12-02 19:00:00,227.39,227.7,227.39,227.6999,611414
2024-12-02 18:30:00,227.39,227.7,227.39,227.7,611348
2024-12-02 18:00:00,227.4,227.54,227.4,227.54,7
2024-12-02 17:30:00,227.7,227.7,227.41,227.45,180
2024-12-02 17:00:00,227.45,227.66,227.4,227.51,327
2024-12-02 16:30:00,227.57,229.0,227.39,229.0,9419
2024-12-02 16:00:00,227.44,228.04,227.04,227.59,1992158
2024-12-02 15:30:00,227.445,227.72,227.27,227.44,526849
2024-12-02 15:00:00,227.45,227.59,227.32,227.44,115147
2024-12-02 14:30:00,227.46,227.7,227.357,227.43,95378
2024-12-02 14:00:00,227.65,227.65,227.3069,227.46,64787
2024-12-02 13:30:00,227.72,227.9724,227.615,227.66,70578
2024-12-02 13:00:00,227.6,228.05,227.5401,227.75,65706
2024-12-02 12:30:00,228.2132,228.32,227.61,227.635,85778
2024-12-02 12:00:00,228.15,228.38,227.81,228.19,73412
2024-12-02 11:30:00,227.72,228.28,227.65,228.105,111207
2024-12-02 11:00:00,226.95,227.75,226.61,227.73,93695
2024-12-02 10:30:00,226.5,227.15,226.38,227.04,90703
2024-12-02 10:00:00,226.4,226.7,225.72,226.585,146131
2024-12-02 09:30:00,227.5,227.75,225.51,226.2047,328719
2024-12-02 09:00:00,227.41,227.7655,227.0648,227.3,2930
2024-12-02 08:30:00,227.7,227.91,227.4,227.4,1722
2024-12-02 08:00:00,227.5,231.0988,225.4312,227.77,757
2024-12-02 07:30:00,227.12,227.45,227.12,227.39,49
2024-12-02 07:00:00,227.4,227.5,227.07,227.07,130
2024-12-02 06:30:00,227.2,227.48,226.84,227.48,511
2024-12-02 06:00:00,227.3,227.47,227.0,227.2,102
2024-12-02 05:30:00,227.88,227.88,227.31,227.49,96
2024-12-02 05:00:00,227.78,228.17,227.74,228.17,36
2024-12-02 04:30:00,227.43,228.7,227.3,227.75,614
2024-12-02 04:00:00,227.4,228.59,226.46,227.37,228
2024-11-29 17:00:00,227.41,227.41,227.41,227.41,674202
2024-11-29 16:00:00,227.01,227.75,227.01,227.75,160
2024-11-29 15:30:00,227.41,227.8,227.01,227.8,674496
2024-11-29 15:00:00,227.01,227.41,227.01,227.41,26
2024-11-29 14:30:00,227.53,227.58,227.4,227.4,86
2024-11-29 14:00:00,227.43,227.53,227.26,227.41,88
2024-11-29 13:30:00,227.41,227.47,227.255,227.4,25125
2024-11-29 13:00:00,227.51,227.91,227.21,227.4244,2414555
2024-11-29 12:30:00,227.8843,228.1593,227.24,227.44,481644
2024-11-29 12:00:00,227.85,228.31,227.6,227.88,127465
2024-11-29 11:30:00,228.045,228.17,227.56,227.84,108581
2024-11-29 11:00:00,227.83,228.17,227.51,227.99,132603
2024-11-29 10:30:00,227.67,228.03,227.19,227.85,151698
2024-11-29 10:00:00,228.84,228.94,227.6,227.63,154443
2024-11-29 09:30:00,227.75,230.36,227.75,228.88,382138
2024-11-29 09:00:00,227.11,228.0,227.1,227.7757,1656
2024-11-29 08:30:00,227.8,227.8,227.0,227.0,1010
2024-11-29 08:00:00,227.7405,227.8,225.8012,227.36,5666
2024-11-29 07:30:00,227.4,227.6,227.3,227.5,297
2024-11-29 07:00:00,227.29,227.6,227.27,227.42,339
2024-11-29 06:30:00,227.26,227.66,227.18,227.66,202
2024-11-29 06:00:00,227.16,227.3,226.93,227.28,285
2024-11-29 05:30:00,227.29,227.29,227.14,227.14,15
2024-11-29 05:00:00,227.4,227.4,227.13,227.4,38
2024-11-29 04:30:00,227.09,227.49,227.06,227.11,121
2024-11-29 04:00:00,226.8,227.64,226.8,227.49,226
2024-11-27 19:30:00,227.0,227.39,226.91,227.01,109
2024-11-27 19:00:00,226.92,227.0,226.91,227.0,509896
2024-11-27 18:30:00,226.92,227.275,226.9,226.91,511395
2024-11-27 18:00:00,226.95,227.38,226.55,226.72,35
2024-11-27 17:30:00,226.55,227.37,226.55,227.01,34
2024-11-27 17:00:00,227.39,227.39,226.7725,227.0,122
2024-11-27 16:30:00,227.39,227.65,226.52,226.88,963
2024-11-27 16:00:00,226.99,228.71,226.5,226.5,1614931
2024-11-27 15:30:00,226.13,227.32,226.09,227.0,483284
2024-11-27 15:00:00,225.85,226.17,225.775,226.14,114364
2024-11-27 14:30:00,225.6999,225.92,225.67,225.86,105904
2024-11-27 14:00:00,225.11,225.7,225.11,225.7,106052
2024-11-27 13:30:00,224.93,225.28,224.85,225.09,77114
2024-11-27 13:00:00,225.26,225.28,224.61,224.86,90370
2024-11-27 12:30:00,225.16,225.35,224.99,225.26,94610
2024-11-27 12:00:00,225.03,225.39,224.27,225.16,217256
2024-11-27 11:30:00,225.065,225.63,224.654,225.05,149768
2024-11-27 11:00:00,225.87,225.97,224.88,225.065,118632
2024-11-27 10:30:00,226.67,227.21,225.5918,225.865,214777
2024-11-27 10:00:00,227.44,227.62,226.58,226.63,187339
2024-11-27 09:30:00,228.83,229.19,227.22,227.38,421733
2024-11-27 09:00:00,229.25,229.49,228.81,228.81,926
2024-11-27 08:30:00,229.3,229.49,228.9,229.27,447
2024-11-27 08:00:00,229.135,229.58,228.165,229.4,7314
2024-11-27 07:30:00,229.4,229.4,229.1,229.21,179
2024-11-27 07:00:00,229.32,229.55,229.19,229.4,828
2024-11-27 06:30:00,229.12,229.51,229.1,229.3,117
2024-11-27 06:00:00,229.2,229.84,229.06,229.53,98
2024-11-27 05:30:00,229.2,229.29,229.09,229.2,163
2024-11-27 05:00:00,228.61,229.2,228.61,229.05,315
2024-11-27 04:30:00,228.8,228.8,228.59,228.8,26
2024-11-27 04:00:00,229.25,229.29,227.75,228.58,301
2024-11-26 19:30:00,228.91,229.33,228.5,229.33,380
2024-11-26 19:00:00,228.83,229.0,228.5,228.5012,605483
2024-11-26 18:30:00,228.83,229.33,228.5,229.0,605093
2024-11-26 18:00:00,229.08,229.29,228.0,229.29,252
2024-11-26 17:30:00,229.01,229.31,229.01,229.08,194
2024-11-26 17:00:00,229.29,229.48,228.83,229.33,545
2024-11-26 16:30:00,228.84,230.0,228.83,228.83,201079
2024-11-26 16:00:00,228.84,229.0,225.0,228.99,2236775
2024-11-26 15:30:00,228.8,228.88,228.4406,228.84,573692
2024-11-26 15:00:00,228.43,228.98,228.42,228.83,235638
2024-11-26 14:30:00,228.43,228.5575,228.13,228.41,219367
2024-11-26 14:00:00,228.26,228.57,228.0,228.44,239599
2024-11-26 13:30:00,227.88,228.47,227.88,228.3,156697
2024-11-26 13:00:00,227.645,227.905,227.53,227.89,183517
2024-11-26 12:30:00,227.36,227.66,227.17,227.645,118732
2024-11-26 12:00:00,227.44,227.57,227.15,227.32,147631
2024-11-26 11:30:00,226.88,227.53,226.79,227.46,135615
2024-11-26 11:00:00,226.42,226.88,225.83,226.82,155078
2024-11-26 10:30:00,226.7,226.8099,225.5115,226.42,226455
2024-11-26 10:00:00,226.29,227.24,226.07,226.74,139944
2024-11-26 09:30:00,226.73,227.3778,225.58,226.25,325852
2024-11-26 09:00:00,225.73,226.62,225.55,226.54,2376
2024-11-26 08:30:00,225.56,225.9,225.0,225.69,1687
2024-11-26 08:00:00,226.66,226.9,223.99,225.55,354014
2024-11-26 07:30:00,226.54,226.84,226.35,226.6,668
2024-11-26 07:00:00,226.31,226.65,226.3,226.6,305
2024-11-26 06:30:00,225.96,226.75,225.91,226.65,1114
2024-11-26 06:00:00,225.96,226.0,225.92,226.0,297
2024-11-26 05:30:00,226.03,226.03,225.68,225.97,71
2024-11-26 05:00:00,226.13,226.13,225.69,226.0,115
2024-11-26 04:30:00,226.14,226.55,226.13,226.14,241
2024-11-26 04:00:00,226.13,226.44,225.8,226.16,331
2024-11-25 19:30:00,225.8,225.8,225.0,225.06,49
2024-11-25 19:00:00,226.13,226.13,225.0,225.8,2009099
2024-11-25 18:30:00,226.13,226.76,226.1,226.12,2010128
2024-11-25 18:00:00,226.38,226.38,226.1,226.15,57
2024-11-25 17:30:00,226.22,226.5,226.1,226.1,2570
2024-11-25 17:00:00,226.23,226.5,226.1,226.23,570
2024-11-25 16:30:00,226.95,227.0,225.8,226.88,157689
2024-11-25 16:00:00,226.25,227.0,223.38,226.5,7472026
2024-11-25 15:30:00,226.0,226.42,225.49,226.27,1283414
2024-11-25 15:00:00,225.55,226.09,225.47,225.98,163667
2024-11-25 14:30:00,225.43,225.72,225.36,225.55,98066
2024-11-25 14:00:00,225.81,225.83,225.171,225.39,149893
2024-11-25 13:30:00,225.29,225.895,225.2,225.85,100215
2024-11-25 13:00:00,224.61,225.41,224.5758,225.26,129022
2024-11-25 12:30:00,224.54,224.8,224.295,224.5678,111005
2024-11-25 12:00:00,223.97,224.66,223.97,224.52,108986
2024-11-25 11:30:00,223.815,224.335,223.52,223.96,133541
2024-11-25 11:00:00,224.26,224.29,223.82,223.89,186040
2024-11-25 10:30:00,223.67,224.68,223.37,224.305,179593
2024-11-25 10:00:00,224.3492,224.486,223.35,223.73,205505
2024-11-25 09:30:00,223.35,224.5,222.65,224.46,550174
2024-11-25 09:00:00,224.5,224.92,222.1847,223.25,160817
2024-11-25 08:30:00,224.69,224.94,224.5,224.74,3310
2024-11-25 08:00:00,224.43,225.2,222.97,224.69,2479
2024-11-25 07:30:00,224.55,224.73,224.4,224.64,180
2024-11-25 07:00:00,224.21,224.6,224.21,224.57,1536
2024-11-25 06:30:00,224.04,224.4,224.01,224.21,146
2024-11-25 06:00:00,223.98,224.2,223.98,224.05,202
